positioning_time,quality,direction,Gps.speed,Gps.flag,Speed.speed,pulse,Speed.flag,Back,Brake+Back,COG,No fix,DR,3D,3D+DR,lat,lng,seq_no,status,satellite_num,pdop,altitude,ACC OFF,ACC ON
,,,70.7,,69,49,0,,,1,,,,,,,,,,,,,
20190802T205512+0900,1,92,70.7,1,69.2,49,0,,,1,,,-50,,25.044505,121.539732,,2,12,1.4,34,,
,,,70.7,,69.3,49,0,,,1,,,,,,,,,,,,,
20190802T205513+0900,1,92,70.7,1,69.6,49,0,,,0,,,-50,,25.044497,121.539924,,2,12,1.7,34,,
,,,70.7,,70.1,50,0,,,0,,,,,,,,,,,,,
20190802T205514+0900,1,92,72.2,1,70.7,50,0,,,0,,,-50,,25.044489,121.540117,,2,12,1.8,34,,
,,,72.2,,70.9,50,0,,,0,,,,,,,,,,,,,
20190802T205515+0900,1,92,72.2,1,70.9,50,0,,,0,,,-50,,25.04448,121.540312,,2,12,1.7,34,,
,,,72.2,,70.9,51,0,,,0,,,,,,,,,,,,,
20190802T205516+0900,1,92,73.6,1,71.4,51,0,,,0,,,-50,,25.044472,121.540508,,2,8,2.4,34,,
,,,73.6,,71.3,51,0,,,0,,,,,,,,,,,,,
20190802T205518+0900,1,90,73.6,1,71.7,51,0,,,2,,,-50,,25.044465,121.540805,,2,6,3.2,33.9,,
,,,73.6,,71.5,50,0,,,2,,,,,,,,,,,,,
20190802T205519+0900,1,89,72.2,1,71,50,0,,,1,,,-50,,25.044464,121.541001,,2,5,3.3,34,,
,,,72.2,,71,49,0,,,1,,,,,,,,,,,,,
20190802T205519+0900,1,88,70.7,1,70.4,49,0,,,1,,,-50,,25.044465,121.5411,,2,5,3.3,34,,
,,,70.7,,68.8,49,0,,,1,,,,,,,,,,,,,
20190802T205521+0900,1,85,70.7,1,68.1,49,0,,,3,,,-50,,25.044478,121.541386,,2,7,2.9,34,,
,,,70.7,,67.3,48,0,,,3,,,,,,,,,,,,,
20190802T205522+0900,1,83,69.3,1,66.7,48,0,,,2,,,-50,,25.044494,121.541571,,2,9,2.3,33.9,,
,,,69.3,,65.9,46,0,,,2,,,,,,,,,,,,,
20190802T205523+0900,1,82,66.4,1,65.4,46,1,,,1,,,-50,,25.044513,121.54175,,2,12,1.6,33.7,,
,,,66.4,,64.7,46,1,,,1,,,,,,,,,,,,,
20190802T205524+0900,1,82,66.4,1,62.8,46,1,,,0,,,-50,,25.044535,121.541926,,2,11,1.7,33.5,,
,,,66.4,,60.9,44,1,,,0,,,,,,,,,,,,,
20190802T205525+0900,1,82,63.5,1,59.5,44,0,,,0,,,-50,,25.044555,121.542092,,2,12,1.3,33.5,,
,,,63.5,,58.8,41,0,,,0,,,,,,,,,,,,,
20190802T205526+0900,1,82,59.2,1,58.2,41,0,,,0,,,-50,,25.044573,121.542254,,2,12,1.3,33.5,,
,,,59.2,,58.1,41,0,,,0,,,,,,,,,,,,,
20190802T205527+0900,1,82,59.2,1,58.3,41,0,,,0,,,-50,,25.04459,121.542413,,2,12,1.4,33.5,,
,,,59.2,,58.7,42,0,,,0,,,,,,,,,,,,,
20190802T205528+0900,1,82,60.6,1,59.4,42,0,,,0,,,-50,,25.044608,121.542574,,2,12,1.4,33.5,,
,,,60.6,,60.2,42,0,,,0,,,,,,,,,,,,,
20190802T205529+0900,1,82,60.6,1,61.2,42,0,,,0,,,-50,,25.044626,121.542739,,2,12,1.4,33.5,,
,,,60.6,,61.6,44,0,,,0,,,,,,,,,,,,,
20190802T205530+0900,1,82,63.5,1,61.5,44,0,,,0,,,-50,,25.044645,121.542908,,2,12,1.4,33.7,,
,,,63.5,,61.8,43,0,,,0,,,,,,,,,,,,,
20190802T205531+0900,1,82,62.1,1,62.1,43,0,,,0,,,-50,,25.044664,121.543077,,2,11,1.8,34,,
,,,62.1,,62,44,0,,,0,,,,,,,,,,,,,
20190802T205532+0900,1,82,63.5,1,61.8,44,0,,,0,,,-50,,25.044683,121.543247,,2,7,2.2,34.2,,
,,,63.5,,62,43,0,,,0,,,,,,,,,,,,,
20190802T205532+0900,6,82,62.1,1,61.9,43,0,,,0,,-50,,,25.044702,121.543416,,1,0,50,34.4,,
,,,62.1,,61.6,45,0,,,0,,,,,,,,,,,,,
20190802T205533+0900,6,83,65,1,61.2,45,0,,,1,,-50,,,25.044721,121.543584,,1,0,50,34.5,,
,,,65,,61.1,44,0,,,1,,,,,,,,,,,,,
20190802T205534+0900,6,82,63.5,1,60.8,44,0,,,1,,-50,,,25.04474,121.543751,,1,0,50,34.7,,
,,,63.5,,61,43,0,,,1,,,,,,,,,,,,,
20190802T205536+0900,1,82,62.1,1,60.7,43,0,,,0,,,-50,,25.044759,121.543923,,2,6,2.8,34.7,,
,,,62.1,,60.1,42,0,,,0,,,,,,,,,,,,,
20190802T205537+0900,1,82,60.6,1,60,42,0,,,0,,,-50,,25.044778,121.544089,,2,9,2,34.5,,
,,,60.6,,59.8,42,0,,,0,,,,,,,,,,,,,
20190802T205538+0900,1,82,60.6,1,59.3,42,1,,,0,,,-50,,25.044798,121.544252,,2,9,2,34.4,,
,,,60.6,,58.2,42,0,,,0,,,,,,,,,,,,,
20190802T205539+0900,1,82,60.6,1,56.5,42,0,,,0,,,-50,,25.044816,121.54441,,2,11,1.6,34.2,,
,,,60.6,,55.9,39,0,,,0,,,,,,,,,,,,,
20190802T205540+0900,1,82,56.3,1,55.3,39,0,,,0,,,-50,,25.044833,121.544563,,2,11,1.8,34,,
,,,56.3,,55.2,39,0,,,0,,,,,,,,,,,,,
20190802T205541+0900,1,83,56.3,1,55.5,39,0,,,1,,,-50,,25.04485,121.544714,,2,11,1.8,33.9,,
,,,56.3,,56.2,40,0,,,1,,,,,,,,,,,,,
20190802T205542+0900,1,82,57.7,1,56.3,40,0,,,1,,,-50,,25.044866,121.544866,,2,9,2.4,33.7,,
,,,57.7,,56.3,40,0,,,1,,,,,,,,,,,,,
20190802T205543+0900,1,82,57.7,1,56.5,40,0,,,0,,,-50,,25.044883,121.54502,,2,9,2.1,33.5,,
,,,57.7,,56.8,39,0,,,0,,,,,,,,,,,,,
20190802T205544+0900,1,82,56.3,1,57.2,39,0,,,0,,,-50,,25.044899,121.545174,,2,9,2.1,33.5,,
,,,56.3,,57.5,41,0,,,0,,,,,,,,,,,,,
20190802T205545+0900,1,83,59.2,1,57.7,41,0,,,1,,,-50,,25.044917,121.545331,,2,12,1.6,33.2,,
,,,59.2,,58,41,0,,,1,,,,,,,,,,,,,
20190802T205546+0900,1,83,59.2,1,57.9,41,0,,,0,,,-50,,25.044934,121.545488,,2,12,1.6,32.9,,
,,,59.2,,57.8,41,0,,,0,,,,,,,,,,,,,
20190802T205547+0900,1,83,59.2,1,57.8,41,0,,,0,,,-50,,25.04495,121.545646,,2,12,1.6,32.7,,
,,,59.2,,58.1,41,0,,,0,,,,,,,,,,,,,
20190802T205548+0900,1,84,59.2,1,58.4,41,0,,,1,,,-50,,25.044964,121.545804,,2,12,1.6,32.5,,
,,,59.2,,58.9,41,0,,,1,,,,,,,,,,,,,
20190802T205549+0900,1,85,59.2,1,59.3,41,0,,,1,,,-50,,25.044976,121.545965,,2,12,1.6,32.2,,
,,,59.2,,59.8,42,0,,,1,,,,,,,,,,,,,
20190802T205550+0900,1,87,60.6,1,60,42,0,,,2,,,-50,,25.044985,121.54613,,2,12,1.6,32,,
,,,60.6,,59.8,42,0,,,2,,,,,,,,,,,,,
20190802T205551+0900,1,88,60.6,1,59.2,42,0,,,1,,,-50,,25.044991,121.546294,,2,12,1.7,31.7,,
,,,60.6,,59.1,42,0,,,1,,,,,,,,,,,,,
20190802T205552+0900,1,90,60.6,1,59.2,42,0,,,2,,,-50,,25.044992,121.546457,,2,12,1.6,31.5,,
,,,60.6,,59.3,42,0,,,2,,,,,,,,,,,,,
20190802T205553+0900,1,91,60.6,1,59.5,42,0,,,1,,,-50,,25.04499,121.546621,,2,11,1.7,31.2,,
,,,60.6,,59.6,42,0,,,1,,,,,,,,,,,,,
20190802T205554+0900,1,93,60.6,1,59.6,42,0,,,2,,,-50,,25.044982,121.546785,,2,11,1.7,31,,
,,,60.6,,59.7,42,0,,,2,,,,,,,,,,,,,
20190802T205555+0900,1,95,60.6,1,59.9,42,0,,,2,,,-50,,25.044971,121.546949,,2,9,2,30.8,,
,,,60.6,,60.3,43,0,,,2,,,,,,,,,,,,,
20190802T205556+0900,1,95,62.1,1,60.3,43,0,,,0,,,-50,,25.044957,121.547114,,2,10,2,30.3,,
,,,62.1,,60.5,42,0,,,0,,,,,,,,,,,,,
20190802T205557+0900,1,96,60.6,1,60.2,42,0,,,1,,,-50,,25.044941,121.547279,,2,11,1.8,30.3,,
,,,60.6,,60.5,43,0,,,1,,,,,,,,,,,,,
20190802T205558+0900,1,97,62.1,1,61,43,0,,,1,,,-50,,25.044922,121.547445,,2,12,1.8,30.2,,
,,,62.1,,61.4,43,0,,,1,,,,,,,,,,,,,
20190802T205559+0900,1,97,62.1,1,61.5,43,0,,,0,,,-50,,25.044902,121.547613,,2,12,1.8,30.3,,
,,,62.1,,61.2,44,0,,,0,,,,,,,,,,,,,
20190802T205600+0900,1,97,63.5,1,61.5,44,0,,,0,,,-50,,25.044883,121.54778,,2,12,1.6,30,,
,,,63.5,,61.7,43,0,,,0,,,,,,,,,,,,,
20190802T205601+0900,1,97,62.1,1,62.2,43,0,,,0,,,-50,,25.044864,121.547949,,2,12,1.4,30,,
,,,62.1,,62.5,44,0,,,0,,,,,,,,,,,,,
20190802T205602+0900,1,97,63.5,1,63.1,44,0,,,0,,,-50,,25.044844,121.548121,,2,12,1.6,30.1,,
,,,63.5,,63.8,45,0,,,0,,,,,,,,,,,,,
20190802T205603+0900,1,97,65,1,64.5,45,0,,,0,,,-50,,25.044825,121.548297,,2,12,1.8,30.2,,
,,,65,,65.2,46,0,,,0,,,,,,,,,,,,,
20190802T205604+0900,1,97,66.4,1,65.6,46,0,,,0,,,-50,,25.044805,121.548475,,2,11,1.8,30.2,,
,,,66.4,,66,46,0,,,0,,,,,,,,,,,,,
20190802T205605+0900,1,96,66.4,1,66.2,46,0,,,1,,,-50,,25.044785,121.548656,,2,12,1.7,30.2,,
,,,66.4,,66.3,47,0,,,1,,,,,,,,,,,,,
20190802T205606+0900,1,96,67.8,1,66.6,47,0,,,0,,,-50,,25.044765,121.548838,,2,11,1.7,30.2,,
,,,67.8,,66.5,47,0,,,0,,,,,,,,,,,,,
20190802T205607+0900,1,97,67.8,1,66.3,47,0,,,1,,,-50,,25.044745,121.549019,,2,11,1.8,30.2,,
,,,67.8,,66.3,47,0,,,1,,,,,,,,,,,,,
20190802T205608+0900,1,96,67.8,1,66.5,47,0,,,1,,,-50,,25.044724,121.549201,,2,11,1.9,30.1,,
,,,67.8,,66.5,47,0,,,1,,,,,,,,,,,,,
20190802T205609+0900,1,96,67.8,1,66.1,47,0,,,0,,,-50,,25.044705,121.549383,,2,12,1.8,29.8,,
,,,67.8,,65.7,46,0,,,0,,,,,,,,,,,,,
20190802T205610+0900,1,97,66.4,1,64.9,46,0,,,1,,,-50,,25.044684,121.549562,,2,12,1.8,29.8,,
,,,66.4,,64.1,46,0,,,1,,,,,,,,,,,,,
20190802T205611+0900,1,96,66.4,1,63.8,46,0,,,1,,,-50,,25.044666,121.549738,,2,12,1.9,29.3,,
,,,66.4,,63,44,0,,,1,,,,,,,,,,,,,
20190802T205612+0900,1,96,63.5,1,63,44,0,,,0,,,-50,,25.044646,121.549909,,2,11,1.8,29.2,,
,,,63.5,,63.3,45,0,,,0,,,,,,,,,,,,,
20190802T205613+0900,1,96,65,1,63.3,45,0,,,0,,,-50,,25.044626,121.550082,,2,10,2.5,29.2,,
,,,65,,63,44,1,,,0,,,,,,,,,,,,,
20190802T205614+0900,1,96,63.5,1,62.3,44,1,,,0,,,-50,,25.044607,121.550254,,2,9,2.5,29,,
,,,63.5,,59.7,43,0,,,0,,,,,,,,,,,,,
20190802T205615+0900,1,96,62.1,1,58.1,43,0,,,0,,,-50,,25.044589,121.550417,,2,10,2.1,28.7,,
,,,62.1,,57.7,41,0,,,0,,,,,,,,,,,,,
20190802T205616+0900,1,96,59.2,1,57.1,41,0,,,0,,,-50,,25.044573,121.550575,,2,10,2.1,28.5,,
,,,59.2,,56.8,40,0,,,0,,,,,,,,,,,,,
20190802T205617+0900,1,96,57.7,1,56.8,40,0,,,0,,,-50,,25.044556,121.550731,,2,12,1.8,28.2,,
,,,57.7,,56.7,40,0,,,0,,,,,,,,,,,,,
20190802T205618+0900,1,97,57.7,1,56.6,40,0,,,1,,,-50,,25.044539,121.550887,,2,12,1.6,28.2,,
,,,57.7,,57.1,41,0,,,1,,,,,,,,,,,,,
20190802T205619+0900,1,97,59.2,1,57.7,41,0,,,0,,,-50,,25.04452,121.551043,,2,12,1.6,28.1,,
,,,59.2,,58.5,41,0,,,0,,,,,,,,,,,,,
20190802T205620+0900,1,97,59.2,1,59.4,41,0,,,0,,,-50,,25.044502,121.551203,,2,12,1.6,27.8,,
,,,59.2,,59.9,42,0,,,0,,,,,,,,,,,,,
20190802T205621+0900,1,97,60.6,1,60.2,42,0,,,0,,,-50,,25.044484,121.551367,,2,12,1.6,27.7,,
,,,60.6,,60.3,42,0,,,0,,,,,,,,,,,,,
20190802T205622+0900,1,96,60.6,1,60.9,42,0,,,1,,,-50,,25.044465,121.551531,,2,12,1.7,27.5,,
,,,60.6,,62.3,44,0,,,1,,,,,,,,,,,,,
20190802T205623+0900,1,97,63.5,1,63.5,44,0,,,1,,,-50,,25.044446,121.551702,,2,11,1.7,27.3,,
,,,63.5,,64.2,45,0,,,1,,,,,,,,,,,,,
20190802T205624+0900,1,97,65,1,64.2,45,0,,,0,,,-50,,25.044426,121.551877,,2,12,1.7,27.2,,
,,,65,,63.7,45,0,,,0,,,,,,,,,,,,,
20190802T205625+0900,1,97,65,1,63.5,45,0,,,0,,,-50,,25.044406,121.552051,,2,12,1.8,27,,
,,,65,,63.6,45,0,,,0,,,,,,,,,,,,,
20190802T205626+0900,1,97,65,1,63.6,45,0,,,0,,,-50,,25.044387,121.552225,,2,11,2,26.8,,
,,,65,,63.9,45,0,,,0,,,,,,,,,,,,,
20190802T205627+0900,1,97,65,1,64.3,45,0,,,0,,,-50,,25.044367,121.5524,,2,12,1.7,26.8,,
,,,65,,65.3,46,0,,,0,,,,,,,,,,,,,
20190802T205628+0900,1,97,66.4,1,66.2,46,0,,,0,,,-50,,25.044346,121.552579,,2,12,1.5,26.8,,
,,,66.4,,67.1,47,0,,,0,,,,,,,,,,,,,
20190802T205629+0900,1,96,67.8,1,67.7,47,0,,,1,,,-50,,25.044325,121.552763,,2,12,1.5,26.8,,
,,,67.8,,68.1,49,0,,,1,,,,,,,,,,,,,
20190802T205630+0900,1,95,70.7,1,68.4,49,0,,,1,,,-50,,25.044306,121.552949,,2,12,1.5,26.8,,
,,,70.7,,68.5,48,0,,,1,,,,,,,,,,,,,
20190802T205631+0900,1,93,69.3,1,68.1,48,0,,,2,,,-50,,25.044292,121.553137,,2,12,1.4,26.8,,
,,,69.3,,67.9,47,0,,,2,,,,,,,,,,,,,
20190802T205632+0900,1,91,67.8,1,67.8,47,0,,,2,,,-50,,25.044285,121.553325,,2,12,1.5,27.2,,
,,,67.8,,68,49,0,,,2,,,,,,,,,,,,,
20190802T205633+0900,1,89,70.7,1,68.2,49,0,,,2,,,-50,,25.044284,121.553513,,2,12,1.6,27.2,,
,,,70.7,,67.8,48,0,,,2,,,,,,,,,,,,,
20190802T205634+0900,1,87,69.3,1,67.2,48,0,,,2,,,-50,,25.04429,121.553699,,2,12,1.6,27.1,,
,,,69.3,,66.7,47,0,,,2,,,,,,,,,,,,,
20190802T205635+0900,1,85,67.8,1,66.1,47,0,,,2,,,-50,,25.0443,121.553882,,2,12,1.6,26.8,,
,,,67.8,,65.4,46,0,,,2,,,,,,,,,,,,,
20190802T205636+0900,1,83,66.4,1,65,46,0,,,2,,,-50,,25.044315,121.554061,,2,12,1.6,26.7,,
,,,66.4,,64.6,46,0,,,2,,,,,,,,,,,,,
20190802T205637+0900,1,82,66.4,1,64.2,46,0,,,1,,,-50,,25.044334,121.554238,,2,12,1.6,26.5,,
,,,66.4,,64.1,45,0,,,1,,,,,,,,,,,,,
20190802T205638+0900,1,81,65,1,64.3,45,0,,,1,,,-50,,25.044356,121.554413,,2,12,1.4,26.6,,
,,,65,,64.3,46,0,,,1,,,,,,,,,,,,,
20190802T205639+0900,1,79,66.4,1,64,46,0,,,2,,,-50,,25.044383,121.554588,,2,12,1.4,26.6,,
,,,66.4,,63.5,44,0,,,2,,,,,,,,,,,,,
20190802T205640+0900,1,78,63.5,1,63,44,0,,,1,,,-50,,25.044412,121.554761,,2,12,1.4,26.7,,
,,,63.5,,62.8,45,0,,,1,,,,,,,,,,,,,
20190802T205641+0900,1,76,65,1,63.1,45,0,,,2,,,-50,,25.044445,121.55493,,2,12,1.4,26.7,,
,,,65,,63.6,44,0,,,2,,,,,,,,,,,,,
20190802T205642+0900,1,75,63.5,1,63.8,44,0,,,1,,,-50,,25.044482,121.5551,,2,12,1.4,26.6,,
,,,63.5,,63.9,45,0,,,1,,,,,,,,,,,,,
20190802T205643+0900,1,75,65,1,64.5,45,0,,,0,,,-50,,25.044522,121.555271,,2,12,1.4,26.6,,
,,,65,,65.6,46,0,,,0,,,,,,,,,,,,,
20190802T205644+0900,1,75,66.4,1,66.5,46,0,,,0,,,-50,,25.044563,121.555446,,2,12,1.4,26.3,,
,,,66.4,,67,47,0,,,0,,,,,,,,,,,,,
20190802T205645+0900,1,75,67.8,1,67.1,47,0,,,0,,,-50,,25.044605,121.555624,,2,12,1.4,26.3,,
,,,67.8,,67.6,48,0,,,0,,,,,,,,,,,,,
20190802T205646+0900,1,76,69.3,1,67.9,48,0,,,1,,,-50,,25.044646,121.555805,,2,12,1.4,26.2,,
,,,69.3,,68.2,48,0,,,1,,,,,,,,,,,,,
20190802T205647+0900,1,77,69.3,1,68.6,48,0,,,1,,,-50,,25.044685,121.555987,,2,12,1.4,26.2,,
,,,69.3,,69.3,49,0,,,1,,,,,,,,,,,,,
20190802T205647+0900,1,77,70.7,1,69.3,49,0,,,0,,,-50,,25.044703,121.55608,,2,12,1.4,26.1,,
,,,70.7,,70.1,50,0,,,0,,,,,,,,,,,,,
20190802T205649+0900,1,78,72.2,1,70.3,50,0,,,1,,,-50,,25.044758,121.556362,,2,12,1.4,25.8,,
,,,72.2,,70.4,49,0,,,1,,,,,,,,,,,,,
20190802T205650+0900,1,78,70.7,1,70.4,49,0,,,0,,,-50,,25.044794,121.556552,,2,12,1.4,25.7,,
,,,70.7,,70.2,50,0,,,0,,,,,,,,,,,,,
20190802T205651+0900,1,78,72.2,1,70.6,50,0,,,0,,,-50,,25.044831,121.556741,,2,12,1.5,25.7,,
,,,72.2,,71.4,50,0,,,0,,,,,,,,,,,,,
20190802T205652+0900,1,78,72.2,1,71.3,50,0,,,0,,,-50,,25.044867,121.556933,,2,12,1.4,25.7,,
,,,72.2,,71.1,51,0,,,0,,,,,,,,,,,,,
20190802T205653+0900,1,78,73.6,1,70.9,51,0,,,0,,,-50,,25.044903,121.557125,,2,12,1.4,25.7,,
,,,73.6,,70.9,49,0,,,0,,,,,,,,,,,,,
20190802T205654+0900,1,78,70.7,1,70.6,49,0,,,0,,,-50,,25.044939,121.557316,,2,12,1.5,25.6,,
,,,70.7,,70.1,50,0,,,0,,,,,,,,,,,,,
20190802T205655+0900,1,78,72.2,1,69.9,50,0,,,0,,,-50,,25.044974,121.557505,,2,12,1.6,25.5,,
,,,72.2,,69.7,49,0,,,0,,,,,,,,,,,,,
20190802T205656+0900,1,78,70.7,1,69.3,49,0,,,0,,,-50,,25.045009,121.557693,,2,12,1.4,25.3,,
,,,70.7,,68.8,49,0,,,0,,,,,,,,,,,,,
20190802T205657+0900,1,78,70.7,1,68.2,49,0,,,0,,,-50,,25.045044,121.557879,,2,12,1.4,25.2,,
,,,70.7,,67.9,48,0,,,0,,,,,,,,,,,,,
20190802T205658+0900,1,79,69.3,1,68,48,0,,,1,,,-50,,25.045077,121.558063,,2,11,1.7,25.2,,
,,,69.3,,67.9,48,0,,,1,,,,,,,,,,,,,
20190802T205659+0900,1,80,69.3,1,67.8,48,0,,,1,,,-50,,25.045107,121.558247,,2,10,1.9,25.1,,
,,,69.3,,67.9,48,0,,,1,,,,,,,,,,,,,
20190802T205700+0900,1,82,69.3,1,68,48,0,,,2,,,-50,,25.045132,121.558432,,2,10,1.9,25.2,,
,,,69.3,,67.8,48,0,,,2,,,,,,,,,,,,,
20190802T205701+0900,1,85,69.3,1,67,48,0,,,3,,,-50,,25.045147,121.558618,,2,10,1.8,25.6,,
,,,69.3,,66.5,47,0,,,3,,,,,,,,,,,,,
20190802T205702+0900,1,88,67.8,1,66.5,47,0,,,3,,,-50,,25.045155,121.558802,,2,9,1.9,25.5,,
,,,67.8,,66.7,47,0,,,3,,,,,,,,,,,,,
20190802T205703+0900,1,90,67.8,1,67.1,47,0,,,2,,,-50,,25.045157,121.558986,,2,10,2.1,25.5,,
,,,67.8,,67.5,48,0,,,2,,,,,,,,,,,,,
20190802T205704+0900,1,91,69.3,1,67.7,48,0,,,1,,,-50,,25.045154,121.559172,,2,12,1.5,25.3,,
,,,69.3,,68.1,48,0,,,1,,,,,,,,,,,,,
20190802T205705+0900,1,91,69.3,1,68.8,48,0,,,0,,,-50,,25.04515,121.55936,,2,12,1.4,25.5,,
,,,69.3,,69,49,0,,,0,,,,,,,,,,,,,
20190802T205706+0900,1,92,70.7,1,68.8,49,0,,,1,,,-50,,25.045144,121.559551,,2,12,1.4,25.6,,
,,,70.7,,68.3,48,0,,,1,,,,,,,,,,,,,
20190802T205707+0900,1,92,69.3,1,68.1,48,0,,,0,,,-50,,25.045139,121.559739,,2,12,1.3,25.6,,
,,,69.3,,68.2,48,0,,,0,,,,,,,,,,,,,
20190802T205708+0900,1,91,69.3,1,67.9,48,0,,,1,,,-50,,25.045133,121.559927,,2,12,1.3,25.6,,
,,,69.3,,67.3,48,0,,,1,,,,,,,,,,,,,
20190802T205709+0900,1,91,69.3,1,66.8,48,0,,,0,,,-50,,25.045127,121.560113,,2,12,1.3,25.6,,
,,,69.3,,66.8,47,0,,,0,,,,,,,,,,,,,
20190802T205710+0900,1,91,67.8,1,65,47,0,,,0,,,-50,,25.045124,121.560294,,2,12,1.3,25.6,,
,,,67.8,,65.1,46,0,,,0,,,,,,,,,,,,,
20190802T205711+0900,1,91,66.4,1,64.6,46,0,,,0,,,-50,,25.045119,121.560473,,2,12,1.4,25.3,,
,,,66.4,,64.3,45,0,,,0,,,,,,,,,,,,,
20190802T205712+0900,1,91,65,1,64.4,45,0,,,0,,,-50,,25.045114,121.56065,,2,12,1.6,25.3,,
,,,65,,64,45,0,,,0,,,,,,,,,,,,,
20190802T205713+0900,1,91,65,1,63.3,45,0,,,0,,,-50,,25.045109,121.560827,,2,12,1.6,25.5,,
,,,65,,62.6,45,0,,,0,,,,,,,,,,,,,
20190802T205714+0900,1,92,65,1,62,45,0,,,1,,,-50,,25.045102,121.560999,,2,12,1.5,25.6,,
,,,65,,61.6,43,0,,,1,,,,,,,,,,,,,
20190802T205715+0900,1,92,62.1,1,61.8,43,0,,,0,,,-50,,25.045096,121.56117,,2,12,1.5,25.7,,
,,,62.1,,61.9,44,0,,,0,,,,,,,,,,,,,
20190802T205716+0900,1,92,63.5,1,61.8,44,0,,,0,,,-50,,25.04509,121.561341,,2,12,1.5,25.8,,
,,,63.5,,61.7,44,0,,,0,,,,,,,,,,,,,
20190802T205717+0900,1,93,63.5,1,62.1,44,0,,,1,,,-50,,25.045083,121.561511,,2,12,1.6,25.8,,
,,,63.5,,61.7,43,0,,,1,,,,,,,,,,,,,
20190802T205718+0900,1,94,62.1,1,61.1,43,0,,,1,,,-50,,25.045073,121.561681,,2,12,1.5,26.1,,
,,,62.1,,60.5,43,0,,,1,,,,,,,,,,,,,
20190802T205719+0900,1,95,62.1,1,60.3,43,0,,,1,,,-50,,25.04506,121.561848,,2,12,1.5,26.2,,
,,,62.1,,60,43,0,,,1,,,,,,,,,,,,,
20190802T205720+0900,1,95,62.1,1,59.5,43,0,,,0,,,-50,,25.045046,121.562013,,2,12,1.5,26.2,,
,,,62.1,,58.8,41,0,,,0,,,,,,,,,,,,,
20190802T205721+0900,1,96,59.2,1,58.1,41,0,,,1,,,-50,,25.045029,121.562174,,2,12,1.5,26.5,,
,,,59.2,,57.5,41,0,,,1,,,,,,,,,,,,,
20190802T205722+0900,1,97,59.2,1,57.7,41,0,,,1,,,-50,,25.045011,121.562332,,2,12,1.5,26.7,,
,,,59.2,,58,41,0,,,1,,,,,,,,,,,,,
20190802T205723+0900,1,98,59.2,1,57.8,41,0,,,1,,,-50,,25.044991,121.562491,,2,12,1.5,26.8,,
,,,59.2,,57.5,41,0,,,1,,,,,,,,,,,,,
20190802T205724+0900,1,99,59.2,1,57.2,41,0,,,1,,,-50,,25.044967,121.562648,,2,12,1.5,27,,
,,,59.2,,57.3,40,0,,,1,,,,,,,,,,,,,
20190802T205725+0900,1,100,57.7,1,57,40,0,,,1,,,-50,,25.044942,121.562804,,2,12,1.5,27.1,,
,,,57.7,,56.7,40,0,,,1,,,,,,,,,,,,,
20190802T205726+0900,1,100,57.7,1,56.6,40,0,,,0,,,-50,,25.044916,121.562957,,2,12,1.6,27.2,,
,,,57.7,,56.4,40,0,,,0,,,,,,,,,,,,,
20190802T205727+0900,1,100,57.7,1,55.9,40,0,,,0,,,-50,,25.044889,121.56311,,2,12,1.5,27.2,,
,,,57.7,,55.6,39,0,,,0,,,,,,,,,,,,,
20190802T205728+0900,1,100,56.3,1,55.4,39,0,,,0,,,-50,,25.044863,121.56326,,2,12,1.5,27,,
,,,56.3,,55.5,39,0,,,0,,,,,,,,,,,,,
20190802T205729+0900,1,100,56.3,1,55.7,39,0,,,0,,,-50,,25.044836,121.563411,,2,12,1.5,27,,
,,,56.3,,56.8,40,0,,,0,,,,,,,,,,,,,
20190802T205730+0900,1,100,57.7,1,57.3,40,0,,,0,,,-50,,25.04481,121.563564,,2,12,1.5,27.2,,
,,,57.7,,57.7,41,0,,,0,,,,,,,,,,,,,
20190802T205731+0900,1,100,59.2,1,58.2,41,0,,,0,,,-50,,25.044784,121.563721,,2,12,1.4,27.2,,
,,,59.2,,59,41,0,,,0,,,,,,,,,,,,,
20190802T205732+0900,1,99,59.2,1,59.8,41,0,,,1,,,-50,,25.044757,121.563881,,2,12,1.4,27.2,,
,,,59.2,,60.5,42,0,,,1,,,,,,,,,,,,,
20190802T205733+0900,1,98,60.6,1,60.9,42,0,,,1,,,-50,,25.044733,121.564045,,2,12,1.4,27.5,,
,,,60.6,,61.2,44,0,,,1,,,,,,,,,,,,,
20190802T205734+0900,1,94,63.5,1,61.6,44,0,,,4,,,-50,,25.044716,121.564212,,2,12,1.4,27.5,,
,,,63.5,,62,43,0,,,4,,,,,,,,,,,,,
20190802T205735+0900,1,90,62.1,1,62.3,43,0,,,4,,,-50,,25.044708,121.564383,,2,12,1.4,27.6,,
,,,62.1,,62.9,45,0,,,4,,,,,,,,,,,,,
20190802T205736+0900,1,85,65,1,62.7,45,0,,,5,,,-50,,25.044712,121.564555,,2,12,1.4,27.7,,
,,,65,,62.5,44,0,,,5,,,,,,,,,,,,,
20190802T205737+0900,1,81,63.5,1,62.5,44,0,,,4,,,-50,,25.04473,121.564727,,2,12,1.2,27.7,,
,,,63.5,,62.3,43,0,,,4,,,,,,,,,,,,,
20190802T205738+0900,1,78,62.1,1,62,43,0,,,3,,,-50,,25.044758,121.564895,,2,12,1.2,27.8,,
,,,62.1,,62.2,45,0,,,3,,,,,,,,,,,,,
